key_id, contract_id       , commercial_product_id, commercial_subproduct_id, contract_register_date, account_status_type, account_status_type_desc, blocking_type, blocking_type_desc, account_freeze_type, contract_status_date, contract_status_type, contract_status_type_desc, card_bin_number, card_bin_subtype_type, contract_end_date, participant_type, participation_order_number, card_status_type, card_status_date, last_four_pan_id, origin_flag, customer_id, personal_id    , personal_type, personal_verif_digit_type, customer_name                                                 , personal_type_desc  , off_loaded_porfolio_date, portfolio_buyer_company_id, buyer_name                        , off_loaded_portfolio_flag, written_off_date, written_off_flag, default_days_number, default_date, default_flag, restructured_flag, date_consult_risk_ctral, flag_consult_risk_ctral, product_desc               , audit_date             , default_status_pay, adelanto_nomina_flag
000532, 001301970100000532,                    01,                     0001, 1959-08-09            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00120544, 000000005538613,             1,                         0, JORGE ARTURO MARTINEZ REYES                                   , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
040028, 001303500100040028,                    01,                     0001, 1959-10-10            , A                  , ACTIVA                  , E            , CUENTA EMBARGADA  , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00528705, 000000032418511,             1,                         0, MARIA VICTORIA GONZALEZ DE OSPINA                             , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
192728, 001302530100192728,                    01,                     0001, 1960-01-01            , A                  , ACTIVA                  , E            , CUENTA EMBARGADA  , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00029998, 000000000964129,             1,                         0, ASTREBERTO JULIO BLANCO                                       , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
024997, 001307240100024997,                    01,                     0001, 1960-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , T                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00065638, 000000002895400,             1,                         0, JESUS ANTONIO GARZON FANDINO                                  , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
189906, 001302530100189906,                    01,                     0001, 1960-01-01            , A                  , ACTIVA                  , E            , CUENTA EMBARGADA  , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00075473, 000000003247652,             1,                         0, FABIO VILLALBA ESPITIA                                        , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
900001, 001300099600900001,                    96,                     3191, 2018-06-15            ,                    ,                         ,              ,                   ,                    , 2024-09-10          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    08123456, 000001053900001,             1,                         0, LUISA FERNANDA TORRES MORENO                                  , Cedula Ciudadania   , 2026-01-26              ,                       1234, BANCA INVERSIONES COMPRA CART. SAS, true                     ,                 , false           ,                 180, 2025-11-07  , true        , false            , 2026-05-21             , true                   , 963191                     , 2026-05-26 09:00:00.000, true              , false
900002, 001300099600900002,                    96,                     5394, 2016-02-20            ,                    ,                         ,              ,                   ,                    , 2023-11-05          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    06234567, 000001053900002,             1,                         0, JORGE MARIO RAMIREZ CASTANO                                   , Cedula Ciudadania   , 2026-03-27              ,                       1234, BANCA INVERSIONES COMPRA CART. SAS, true                     ,                 , false           ,                  90, 2026-02-05  , true        , false            , 2026-05-23             , true                   , 965394                     , 2026-05-26 09:00:00.000, true              , false
900003, 001300099600900003,                    96,                     5136, 2019-08-12            ,                    ,                         ,              ,                   ,                    , 2025-01-18          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    05445678, 000001053900003,             1,                         0, CLAUDIA PATRICIA NIETO SUAREZ                                 , Cedula Ciudadania   , 2025-11-07              ,                       5678, REFINANCIA S A                    , true                     ,                 , false           ,                 365, 2025-04-21  , true        , false            , 2026-05-16             , true                   , 965136                     , 2026-05-26 09:00:00.000, true              , false
900101, 001300099600900101,                    96,                     3127, 2017-04-03            ,                    ,                         ,              ,                   ,                    , 2024-12-20          , 1                   , CANCELADO                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07556789, 000001053900101,             1,                         0, ANDRES FELIPE ROJAS GUZMAN                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    , 2021-12-27      , false           ,                 365, 2021-12-27  , false       , false            , 2026-05-22             , true                   , 963127                     , 2026-05-26 09:00:00.000, true              , false
900102, 001300099600900102,                    96,                     1567, 2015-09-25            ,                    ,                         ,              ,                   ,                    , 2023-06-30          , 1                   , CANCELADO                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    03667890, 000001053900102,             1,                         0, MARIA CAMILA OSORIO PEREZ                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    , 2026-03-12      , true            ,                 420, 2025-03-02  , true        , false            , 2026-05-24             , true                   , 961567                     , 2026-05-26 09:00:00.000, true              , false
900103, 001300099600900103,                    96,                     5571, 2018-11-11            ,                    ,                         ,              ,                   ,                    , 2025-03-15          , 1                   , CANCELADO                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    08778901, 000001053900103,             1,                         0, OSCAR JAVIER MENDOZA LOPEZ                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    , 2025-05-26      , true            ,                 720, 2024-03-17  , true        , false            , 2026-05-25             , true                   , 965571                     , 2026-05-26 09:00:00.000, true              , false
900201, 001300099699900201,                    99,                     0011, 2025-12-10            ,                    ,                         ,              ,                   ,                    , 2026-05-01          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    09889012, 000001053900201,             1,                         0, DANIELA ALEJANDRA QUINTERO RIOS                               , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 990011 - ADELANTO DE NOMINA, 2026-05-26 09:00:00.000, false             , true
900202, 001300099699900202,                    99,                     0011, 2026-01-22            ,                    ,                         ,              ,                   ,                    , 2026-04-22          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    10990123, 000001053900202,             1,                         0, SEBASTIAN ALONSO PARRA VARGAS                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                  45, 2026-04-06  , true        , false            , 2026-05-19             , true                   , 990011 - ADELANTO DE NOMINA, 2026-05-26 09:00:00.000, false             , true
900203, 001300099699900203,                    99,                     0011, 2025-08-05            ,                    ,                         ,              ,                   ,                    , 2026-05-15          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    11001234, 000001053900203,             1,                         0, VALERIA SOFIA HERRERA CAICEDO                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 990011 - ADELANTO DE NOMINA, 2026-05-26 09:00:00.000, false             , true
